,id,places,theme,cluster
1225,1214,"[2, 3, 5, 8, 9, 10, 42, 13, 17, 19, 22, 310, 24, 25, 59, 93, 223]","[0.0, 0.0, 0.5294117647058824, 0.47058823529411764, 0.0, 0.058823529411764705, 0.058823529411764705, 0.8823529411764706, 0.47058823529411764, 0.35294117647058826, 0.17647058823529413, 0.058823529411764705, 0.4117647058823529, 0.5294117647058824, 0.4117647058823529, 0.29411764705882354, 0.23529411764705882, 0.058823529411764705, 0.9411764705882353, 0.058823529411764705, 0.0, 0.0]",7
1226,1215,"[257, 517, 73, 24, 89, 187]","[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.8333333333333334, 0.0, 0.0, 0.16666666666666666]",5
1227,1216,"[2, 3, 5, 15]","[0.0, 0.0, 0.25, 0.75, 0.0, 0.0, 0.0, 1.0, 0.25, 0.25, 0.5, 0.5, 0.5, 0.0, 0.75, 0.0, 0.0, 0.25, 0.75, 0.25, 0.0, 0.0]",9
1228,1217,"[5, 76, 15, 17, 61]","[0.2, 0.0, 0.4, 0.4, 0.0, 0.0, 0.2, 0.8, 0.6, 0.4, 0.0, 0.2, 0.4, 0.4, 0.4, 0.4, 0.0, 0.2, 0.8, 0.0, 0.0, 0.2]",7
1229,1218,"[320, 2, 3, 134, 11, 145, 310, 92, 94, 223]","[0.1, 0.0, 0.2, 0.7, 0.1, 0.0, 0.0, 0.9, 0.2, 0.5, 0.3, 0.2, 0.4, 0.4, 0.5, 0.2, 0.3, 0.0, 0.7, 0.2, 0.0, 0.1]",2
1230,1219,"[481, 2, 3, 5, 8, 9, 10, 76, 15, 179, 22, 30, 24, 62]","[0.14285714285714285, 0.14285714285714285, 0.35714285714285715, 0.35714285714285715, 0.07142857142857142, 0.21428571428571427, 0.14285714285714285, 0.5714285714285714, 0.6428571428571429, 0.14285714285714285, 0.21428571428571427, 0.14285714285714285, 0.6428571428571429, 0.21428571428571427, 0.42857142857142855, 0.21428571428571427, 0.2857142857142857, 0.07142857142857142, 0.7857142857142857, 0.07142857142857142, 0.0, 0.14285714285714285]",5
1231,1220,"[419, 165, 7, 8, 364, 174, 274, 179, 24, 90, 60, 223]","[0.0, 0.08333333333333333, 0.5833333333333334, 0.3333333333333333, 0.0, 0.16666666666666666, 0.08333333333333333, 0.75, 0.6666666666666666, 0.25, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0.5, 0.5, 0.25, 0.25, 0.0, 0.6666666666666666, 0.25, 0.0, 0.08333333333333333]",7
1232,1221,"[1, 4, 231, 9, 75, 49, 19, 22, 23]","[0.1111111111111111, 0.0, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.5555555555555556, 0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.0, 0.6666666666666666, 0.3333333333333333, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",5
1233,1222,"[344, 126, 197, 106, 108, 206, 15, 49, 146, 29, 214, 22, 24, 26, 315, 61, 184]","[0.5294117647058824, 0.058823529411764705, 0.17647058823529413, 0.23529411764705882, 0.5294117647058824, 0.058823529411764705, 0.058823529411764705, 0.35294117647058826, 0.8235294117647058, 0.11764705882352941, 0.058823529411764705, 0.17647058823529413, 0.6470588235294118, 0.17647058823529413, 0.47058823529411764, 0.35294117647058826, 0.0, 0.17647058823529413, 0.35294117647058826, 0.11764705882352941, 0.0, 0.5294117647058824]",4
1234,1223,"[1089, 18, 29]","[0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0]",6
1235,1224,"[481, 2, 3, 37, 5, 6, 8, 9, 15, 20, 217, 155, 350]","[0.07692307692307693, 0.07692307692307693, 0.23076923076923078, 0.6153846153846154, 0.0, 0.07692307692307693, 0.07692307692307693, 0.8461538461538461, 0.38461538461538464, 0.38461538461538464, 0.23076923076923078, 0.15384615384615385, 0.6153846153846154, 0.23076923076923078, 0.6153846153846154, 0.07692307692307693, 0.07692307692307693, 0.23076923076923078, 0.6153846153846154, 0.23076923076923078, 0.0, 0.15384615384615385]",3
1236,1225,"[4, 76, 141, 49, 338, 53, 503]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.0, 0.14285714285714285, 0.8571428571428571, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",11
1237,1226,"[3, 37, 102, 776, 9, 105, 80, 17, 18, 16, 22, 602, 127]","[0.15384615384615385, 0.15384615384615385, 0.3076923076923077, 0.38461538461538464, 0.07692307692307693, 0.15384615384615385, 0.0, 0.7692307692307693, 0.6923076923076923, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.6153846153846154, 0.3076923076923077, 0.5384615384615384, 0.38461538461538464, 0.07692307692307693, 0.0, 0.6153846153846154, 0.23076923076923078, 0.0, 0.15384615384615385]",5
1238,1228,"[3, 9, 10, 13, 110, 270, 16, 18, 153, 92, 25]","[0.18181818181818182, 0.0, 0.45454545454545453, 0.36363636363636365, 0.18181818181818182, 0.0, 0.09090909090909091, 0.7272727272727273, 0.7272727272727273, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091, 0.5454545454545454, 0.36363636363636365, 0.2727272727272727, 0.6363636363636364, 0.09090909090909091, 0.0, 0.6363636363636364, 0.18181818181818182, 0.0, 0.18181818181818182]",5
1239,1633,"[1, 7, 8, 17, 52, 22, 25]","[0.0, 0.0, 0.5714285714285714, 0.42857142857142855, 0.0, 0.14285714285714285, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.42857142857142855, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.0, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",7
1240,1229,"[1089, 2, 4, 5, 76, 219, 15, 145, 19, 279, 187, 223]","[0.16666666666666666, 0.0, 0.4166666666666667, 0.4166666666666667, 0.08333333333333333, 0.0, 0.0, 0.9166666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.25, 0.4166666666666667, 0.3333333333333333, 0.6666666666666666, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.75, 0.16666666666666666, 0.0, 0.08333333333333333]",3
1241,1230,"[434, 5, 63]","[0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333]",8
1242,1231,"[2, 3, 387, 134, 8, 10, 13, 112, 179, 22, 153, 219, 61, 223]","[0.14285714285714285, 0.07142857142857142, 0.42857142857142855, 0.35714285714285715, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.6428571428571429, 0.5714285714285714, 0.21428571428571427, 0.21428571428571427, 0.14285714285714285, 0.5, 0.35714285714285715, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.0, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",5
1243,1232,"[162, 165, 326, 38, 137, 1070, 15, 16, 537]","[0.2222222222222222, 0.1111111111111111, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.0, 0.7777777777777778, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.2222222222222222, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.2222222222222222, 0.0, 0.3333333333333333, 0.8888888888888888, 0.1111111111111111, 0.0, 0.0]",7
1244,1233,"[2, 4, 134, 346, 145, 26, 317]","[0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.0, 0.8571428571428571, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",3
1245,1234,"[66, 3, 196, 5, 6, 4, 8, 41, 10, 75, 11, 15, 16, 55, 185]","[0.06666666666666667, 0.13333333333333333, 0.4666666666666667, 0.3333333333333333, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.6666666666666666, 0.6, 0.26666666666666666, 0.13333333333333333, 0.26666666666666666, 0.5333333333333333, 0.2, 0.4, 0.26666666666666666, 0.2, 0.13333333333333333, 0.6, 0.3333333333333333, 0.0, 0.06666666666666667]",5
1246,1235,"[2, 3, 39, 13, 15, 29, 61]","[0.2857142857142857, 0.0, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.0, 0.14285714285714285, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.5714285714285714, 0.0, 0.14285714285714285, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",7
1247,1236,"[1, 3, 4, 9]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.25, 0.75, 0.25, 0.0, 0.75, 0.25, 0.75, 0.0, 0.75, 0.25, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0]",3
1248,1237,"[174, 144, 18, 22, 91, 31]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.16666666666666666, 0.0, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.16666666666666666]",6
1249,1238,"[66, 3, 8, 9, 29, 19, 21, 150, 154, 573]","[0.3, 0.1, 0.2, 0.4, 0.3, 0.1, 0.0, 0.6, 0.6, 0.1, 0.3, 0.2, 0.5, 0.3, 0.5, 0.2, 0.3, 0.0, 0.5, 0.2, 0.0, 0.3]",8
1250,1239,"[640, 200, 49, 341, 59, 61]","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5, 0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]",11
1251,1240,"[4, 165, 8, 201, 490, 43, 232, 52, 22, 92]","[0.1, 0.1, 0.7, 0.1, 0.0, 0.1, 0.0, 0.9, 0.7, 0.2, 0.1, 0.0, 0.7, 0.3, 0.2, 0.6, 0.2, 0.0, 0.8, 0.2, 0.0, 0.0]",6
1252,1241,"[8, 10, 76, 79, 15, 22, 89, 187, 61]","[0.2222222222222222, 0.0, 0.5555555555555556, 0.2222222222222222, 0.0, 0.1111111111111111, 0.2222222222222222, 0.6666666666666666, 0.5555555555555556, 0.4444444444444444, 0.0, 0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.2222222222222222, 0.5555555555555556, 0.1111111111111111, 0.1111111111111111, 0.8888888888888888, 0.0, 0.0, 0.1111111111111111]",0
1253,1242,"[1, 3, 4, 6, 13, 111]","[0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.3333333333333333, 0.5, 0.6666666666666666, 0.0, 0.3333333333333333, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.5, 0.5, 0.0, 0.0, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666]",5
1254,1243,"[37, 5, 8, 10, 108, 22, 24, 28, 61]","[0.2222222222222222, 0.0, 0.3333333333333333, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.5555555555555556, 0.7777777777777778, 0.2222222222222222, 0.0, 0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0, 0.6666666666666666, 0.1111111111111111, 0.0, 0.2222222222222222]",5
1255,1244,"[1, 3, 5, 8, 9, 13, 15, 16, 17, 22, 23, 25, 28, 29, 38, 179, 59, 61, 80, 342]","[0.15, 0.1, 0.4, 0.35, 0.1, 0.15, 0.15, 0.6, 0.55, 0.35, 0.1, 0.15, 0.35, 0.5, 0.35, 0.4, 0.2, 0.05, 0.85, 0.1, 0.0, 0.05]",7
1256,1245,"[134, 6, 13, 111, 16, 49, 52, 23, 310, 214, 26]","[0.18181818181818182, 0.0, 0.09090909090909091, 0.7272727272727273, 0.18181818181818182, 0.0, 0.09090909090909091, 0.7272727272727273, 0.6363636363636364, 0.36363636363636365, 0.0, 0.09090909090909091, 0.2727272727272727, 0.6363636363636364, 0.5454545454545454, 0.18181818181818182, 0.2727272727272727, 0.0, 0.36363636363636365, 0.45454545454545453, 0.0, 0.18181818181818182]",11
1257,1246,"[2, 3, 37, 8, 9, 15, 112, 18, 21, 278]","[0.1, 0.0, 0.4, 0.5, 0.1, 0.0, 0.0, 0.9, 0.4, 0.2, 0.4, 0.3, 0.5, 0.2, 0.5, 0.3, 0.1, 0.1, 0.8, 0.2, 0.0, 0.0]",3
1258,1655,"[960, 26, 3, 5, 7, 8, 428, 13, 15, 16, 19, 826, 61, 382, 223]","[0.13333333333333333, 0.0, 0.3333333333333333, 0.5333333333333333, 0.06666666666666667, 0.0, 0.13333333333333333, 0.8, 0.5333333333333333, 0.3333333333333333, 0.13333333333333333, 0.26666666666666666, 0.3333333333333333, 0.4, 0.5333333333333333, 0.2, 0.13333333333333333, 0.13333333333333333, 0.5333333333333333, 0.4, 0.0, 0.06666666666666667]",11
1259,1247,"[223, 4, 16, 179, 20, 214, 55, 22, 26, 59, 31]","[0.09090909090909091, 0.18181818181818182, 0.36363636363636365, 0.36363636363636365, 0.09090909090909091, 0.2727272727272727, 0.0, 0.6363636363636364, 0.5454545454545454, 0.36363636363636365, 0.09090909090909091, 0.09090909090909091, 0.45454545454545453, 0.45454545454545453, 0.45454545454545453, 0.18181818181818182, 0.2727272727272727, 0.09090909090909091, 0.7272727272727273, 0.18181818181818182, 0.0, 0.09090909090909091]",7
1260,1248,"[5, 8, 13, 111, 49, 18, 21, 61]","[0.25, 0.0, 0.375, 0.375, 0.125, 0.0, 0.125, 0.75, 0.75, 0.125, 0.125, 0.125, 0.5, 0.375, 0.5, 0.375, 0.125, 0.0, 0.625, 0.125, 0.0, 0.25]",5
1261,1249,"[67, 37, 13, 145, 184]","[0.2, 0.0, 0.2, 0.6, 0.2, 0.0, 0.0, 0.8, 0.8, 0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.4, 0.0, 0.0, 0.4, 0.4, 0.0, 0.2]",11
1262,1250,"[2, 3, 4, 5, 6, 14, 16, 22, 55, 376, 217]","[0.0, 0.09090909090909091, 0.36363636363636365, 0.5454545454545454, 0.0, 0.18181818181818182, 0.09090909090909091, 0.7272727272727273, 0.45454545454545453, 0.18181818181818182, 0.36363636363636365, 0.18181818181818182, 0.6363636363636364, 0.18181818181818182, 0.6363636363636364, 0.18181818181818182, 0.0, 0.18181818181818182, 0.5454545454545454, 0.36363636363636365, 0.0, 0.09090909090909091]",3
1263,1251,"[1, 65, 3, 4, 7, 9, 300, 14, 92, 145, 497, 22, 86, 121, 60]","[0.06666666666666667, 0.0, 0.4666666666666667, 0.4666666666666667, 0.06666666666666667, 0.06666666666666667, 0.2, 0.6666666666666666, 0.4, 0.2, 0.4, 0.26666666666666666, 0.7333333333333333, 0.0, 0.8, 0.2, 0.0, 0.0, 0.4, 0.5333333333333333, 0.0, 0.06666666666666667]",3
1264,1252,"[2, 134, 6, 8, 13, 20, 25, 26, 861]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.1111111111111111, 0.8888888888888888, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.4444444444444444, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.7777777777777778, 0.2222222222222222, 0.0, 0.0]",2
1265,1253,"[32, 223, 3, 2, 8, 9, 267, 338, 22, 214, 61, 127]","[0.25, 0.08333333333333333, 0.25, 0.4166666666666667, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.75, 0.5, 0.25, 0.25, 0.08333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5, 0.25, 0.25, 0.0, 0.6666666666666666, 0.08333333333333333, 0.0, 0.25]",3
1266,1254,"[310, 134, 44, 14]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]",9
1267,1255,"[5, 8, 9, 10, 13, 16, 112, 20, 58, 31]","[0.0, 0.1, 0.5, 0.4, 0.0, 0.0, 0.1, 0.9, 0.6, 0.3, 0.1, 0.0, 0.6, 0.4, 0.5, 0.3, 0.2, 0.0, 0.8, 0.2, 0.0, 0.0]",7
1268,1256,"[4, 903, 8, 42, 107, 17, 24, 90, 222, 31]","[0.1, 0.0, 0.5, 0.4, 0.1, 0.0, 0.0, 0.9, 0.4, 0.4, 0.2, 0.0, 0.4, 0.6, 0.5, 0.0, 0.4, 0.1, 0.8, 0.2, 0.0, 0.0]",2
1269,1257,"[3, 37, 9, 74, 80, 57]","[0.3333333333333333, 0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666, 0.5, 0.6666666666666666, 0.0, 0.3333333333333333, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]",8
1270,1258,"[32, 896, 128, 3, 707, 2, 7, 9, 47, 180, 119, 153]","[0.16666666666666666, 0.08333333333333333, 0.25, 0.5, 0.08333333333333333, 0.0, 0.16666666666666666, 0.75, 0.5833333333333334, 0.0, 0.4166666666666667, 0.25, 0.6666666666666666, 0.08333333333333333, 0.5, 0.5, 0.0, 0.0, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666]",8
1271,1259,"[4, 8, 13, 46, 279, 219]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.16666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",3
1272,1260,"[1, 17, 24, 59, 31]","[0.0, 0.0, 0.6, 0.4, 0.0, 0.0, 0.2, 0.8, 0.4, 0.6, 0.0, 0.0, 0.2, 0.8, 0.4, 0.4, 0.2, 0.0, 1.0, 0.0, 0.0, 0.0]",1
1273,1261,"[65, 5, 8, 9, 80, 18, 214, 86, 61, 447]","[0.3, 0.1, 0.3, 0.3, 0.2, 0.0, 0.2, 0.6, 0.5, 0.3, 0.2, 0.1, 0.8, 0.1, 0.5, 0.3, 0.1, 0.1, 0.6, 0.2, 0.0, 0.2]",8
1274,1262,"[3, 37, 8, 42, 19, 179, 22, 25, 31]","[0.0, 0.1111111111111111, 0.6666666666666666, 0.2222222222222222, 0.0, 0.2222222222222222, 0.0, 0.7777777777777778, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.4444444444444444, 0.1111111111111111, 0.7777777777777778, 0.2222222222222222, 0.0, 0.0]",1
1275,1263,"[32, 1, 2, 448, 38, 233, 11, 15, 82, 372, 61]","[0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.18181818181818182, 0.36363636363636365, 0.7272727272727273, 0.18181818181818182, 0.09090909090909091, 0.18181818181818182, 0.7272727272727273, 0.09090909090909091, 0.45454545454545453, 0.36363636363636365, 0.09090909090909091, 0.09090909090909091, 0.6363636363636364, 0.09090909090909091, 0.0, 0.2727272727272727]",8
1276,1264,"[67, 60, 16, 22, 187, 28, 31]","[0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.0, 0.14285714285714285, 0.0, 0.8571428571428571, 0.5714285714285714, 0.42857142857142855, 0.0, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0]",11
1277,1265,"[66, 3, 8, 41, 9, 144, 112, 18, 55, 29]","[0.1, 0.3, 0.4, 0.2, 0.1, 0.2, 0.0, 0.7, 0.7, 0.1, 0.2, 0.1, 0.6, 0.3, 0.2, 0.4, 0.3, 0.1, 0.7, 0.1, 0.0, 0.2]",5
1278,1266,"[305, 2, 13]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",11
1279,1268,"[2, 581, 38, 10, 75, 15, 50, 341, 22, 25]","[0.2, 0.2, 0.4, 0.2, 0.1, 0.2, 0.2, 0.5, 0.4, 0.5, 0.1, 0.1, 0.6, 0.3, 0.2, 0.3, 0.1, 0.4, 0.9, 0.1, 0.0, 0.0]",0
1280,1269,"[32, 5, 11, 15, 16, 24, 26, 187]","[0.125, 0.0, 0.25, 0.625, 0.0, 0.0, 0.0, 1.0, 0.625, 0.375, 0.0, 0.375, 0.25, 0.375, 0.75, 0.125, 0.0, 0.125, 0.625, 0.375, 0.0, 0.0]",11
1281,1270,"[3, 5, 6, 9, 16, 22, 24, 217, 90, 60, 31]","[0.0, 0.0, 0.36363636363636365, 0.6363636363636364, 0.0, 0.09090909090909091, 0.09090909090909091, 0.8181818181818182, 0.45454545454545453, 0.2727272727272727, 0.2727272727272727, 0.18181818181818182, 0.45454545454545453, 0.36363636363636365, 0.7272727272727273, 0.18181818181818182, 0.09090909090909091, 0.0, 0.45454545454545453, 0.45454545454545453, 0.0, 0.09090909090909091]",11
1282,1271,"[8, 10, 15, 57, 29]","[0.2, 0.2, 0.6, 0.0, 0.4, 0.0, 0.2, 0.4, 0.6, 0.4, 0.0, 0.2, 0.4, 0.4, 0.2, 0.4, 0.2, 0.2, 0.8, 0.0, 0.0, 0.2]",0
1283,1272,"[1, 5, 38, 9, 10, 76, 16, 112, 18, 83, 61, 59, 60, 29]","[0.21428571428571427, 0.07142857142857142, 0.5, 0.21428571428571427, 0.14285714285714285, 0.07142857142857142, 0.21428571428571427, 0.5714285714285714, 0.7857142857142857, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.5714285714285714, 0.35714285714285715, 0.35714285714285715, 0.6428571428571429, 0.0, 0.0, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",5
1284,11,"[10, 2, 78]","[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333]",10
1285,1273,"[8, 75, 139, 15, 61]","[0.4, 0.0, 0.4, 0.2, 0.2, 0.0, 0.2, 0.6, 0.4, 0.4, 0.2, 0.4, 0.4, 0.2, 0.2, 0.4, 0.2, 0.2, 0.4, 0.4, 0.0, 0.2]",8
1286,1274,"[224, 32, 6, 489, 42, 9, 57, 188, 25]","[0.0, 0.1111111111111111, 0.3333333333333333, 0.5555555555555556, 0.1111111111111111, 0.0, 0.1111111111111111, 0.7777777777777778, 0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.2222222222222222, 0.6666666666666666, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.0, 0.1111111111111111]",3
1287,1275,"[3, 4, 5, 165, 7, 8, 9, 42, 10, 174, 24, 58, 31]","[0.0, 0.07692307692307693, 0.5384615384615384, 0.38461538461538464, 0.0, 0.0, 0.15384615384615385, 0.8461538461538461, 0.5384615384615384, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693, 0.6153846153846154, 0.3076923076923077, 0.5384615384615384, 0.23076923076923078, 0.15384615384615385, 0.07692307692307693, 0.7692307692307693, 0.23076923076923078, 0.0, 0.0]",3
1288,1276,"[65, 3, 35, 38, 903, 10, 145, 18, 17, 22, 55, 24, 30]","[0.15384615384615385, 0.23076923076923078, 0.3076923076923077, 0.3076923076923077, 0.15384615384615385, 0.23076923076923078, 0.15384615384615385, 0.46153846153846156, 0.6923076923076923, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.5384615384615384, 0.3076923076923077, 0.5384615384615384, 0.23076923076923078, 0.15384615384615385, 0.07692307692307693, 0.6923076923076923, 0.15384615384615385, 0.0, 0.15384615384615385]",8
1289,1277,"[2, 3, 37, 5, 9, 76, 15, 17, 214, 311, 61]","[0.18181818181818182, 0.0, 0.18181818181818182, 0.6363636363636364, 0.09090909090909091, 0.0, 0.09090909090909091, 0.8181818181818182, 0.45454545454545453, 0.2727272727272727, 0.2727272727272727, 0.18181818181818182, 0.45454545454545453, 0.36363636363636365, 0.6363636363636364, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.5454545454545454, 0.2727272727272727, 0.0, 0.18181818181818182]",11
1290,1278,"[5, 7, 40, 9, 50, 18, 52]","[0.14285714285714285, 0.0, 0.2857142857142857, 0.5714285714285714, 0.0, 0.0, 0.2857142857142857, 0.7142857142857143, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.8571428571428571, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.0, 0.14285714285714285, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",5
1291,1279,"[8, 9, 299, 203, 350]","[0.2, 0.2, 0.2, 0.4, 0.2, 0.0, 0.0, 0.8, 0.4, 0.4, 0.2, 0.0, 0.6, 0.4, 0.6, 0.0, 0.2, 0.2, 0.6, 0.0, 0.0, 0.4]",8
1292,1280,"[8, 10, 112, 22, 61]","[0.2, 0.0, 0.8, 0.0, 0.0, 0.2, 0.4, 0.4, 0.8, 0.2, 0.0, 0.0, 0.8, 0.2, 0.0, 0.8, 0.2, 0.0, 0.8, 0.0, 0.0, 0.2]",6
